tem
475
480
492.5
510
532.5
542.5
552.5
562.5
572.5
572.5
577.5
577.5
572.5
562.5
562.5
562.5
557.5
552.5
552.5
552.5
552.5
552.5
552.5
552.5
552.5
562.5
572.5
577.5
582.5
587.5
587.5
587.5
587.5
582.5
582.5
585
580
585
597.5
595
592.5
602.5
610
605
595
595
595
597.5
615
617.5
617.5
620
622.5
635
625
622.5
625
627.5
640
620
602.5
602.5
587.5
592.5
592.5
592.5
585
590
577.5
595
617.5
622.5
632.5
632.5
630
647.5
647.5
650
675
665
640
635
635
630
625
620
625
625
600
635
655
675
685
680
685
695
700
670
650
655
620
605
595
580
575
595
615
640
655
685
720
730
747.5
755
750
735
725
710
705
700
690
685
680
675
675
690
710
720
725
725
720
675
645
640
625
630
635
645
645
645
635
625
615
585
585
570
565
565
580
605
620
650
652.5
655
660
650
635
625
610
605
602.5
605
610
615
620
621
629
639
650
655
667
672
678
683
700
665
645
610
575
565
560
550
505
490
480
475
465
445
425
420
415
415
400
400
400
395
395
385
385
385
385
385
385
385
385
385
385
385
385
380
375
375
375
375
370
370
370
370
370
365
365
370
365
365
370
370
375
380
385
390
395
395
400
400
400
405
405
410
410
410
410
410
415
415
415
410
405
415
425
433
435
443
455
465
475
485
495
500
500
500
505
510
510
510
510
510
510
505
505
505
503
495
495
495
485
480
475
475
475
475
475
475
475
475
485
495
500
510
515
528
528
530
535
535
535
535
535
535
535
535
530
530
530
530
535
538
540
545
553
573
588
588
600
605
605
600
600
598
598
588
588
575
575
563
555
547
540
540
535
533
533
533
533
535
538
543
548
555
560
565
568
578
588
590
593
603
605
605
608
608
610
610
610
613
615
615
618
620
620
625
625
625
625
625
625
625
625
625
625
630
630
633
635
638
638
640
640
640
640
635
630
630
630
630
630
628
628
628
628
633
643
653
670
680
733
753
763
770
775
780
785
785
783
780
775
770
765
765
765
770
775
780
780
788
793
808
820
830
840
845
845
850
855
855
855
850
845
840
835
830
830
830
830
830
835
835
835
845
853
853
853
848
843
838
838
833
823
818
813
803
793
783
770
765
765
765
765
770
775
775
775
775
780
790
803
803
808
805
798
783
765
745
738
725
730
730
740
745
755
755
755
755
755
755
755
760
760
760
745
705
690
680
680
675
675
685
705
725
765
795
805
805
805
785
780
740
740
720
690
670
650
640
635
630
613
608
600
583
575
575
570
570
570
570
565
565
565
565
568
573
580
580
585
585
585
585
578
578
578
570
558
558
558
558
558
560
570
578
598
598
600
590
595
510
580
580
710
780
808
850
860
875
885
870
870
870
870
870
865
865
865
995
965
925
900
860
830
790
750
690
660
635
615
600
595
595
595
595
595
600
600
603
605
608
618
603
590
578
555
530
520
512
505
505
499
497
497
494
494
490
489
486
479
474
472
467
467
466
462
460
460
458
454
453
453
450
448
448
448
448
445
443
442
442
444
444
447
452
457
459
462
464
467
469
469
469
473
473
470
460
457
457
455
450
450
445
440
435
427
424
421
421
421
421
421
420
417
410
410
410
410
